"Data Source","WDI Database Archives",

"Last Updated Date","2020-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Dominica","DMA","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3181.55805532622","3200.6714230008","3243.53283865735","3215.53786497433","3188.53885058133","3142.39170756921","3305.76349917462","3422.0747575226","3574.3313565741","3539.6078648325","3380.20583125204","3292.12618751673","3073.63243584932","2870.12397624102","3045.75596536201","2885.38348394707","2480.61185479526","2161.97743132468","1584.90357946824","1167.65391038","","","","","","","",
"Denmark","DNK","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3713.59592466105","3708.69154296178","3702.45776573508","3692.77879137718","3760.52377940696","3759.456354448","4021.07801496574","4200.90350859598","4432.831294037","4416.33114623435","4424.82788450028","4214.11762510827","4036.62610579932","3793.47314524792","3807.07763120871","3490.13860169121","2985.08984821323","2656.80007075593","1962.15767485122","1440.99120824","","","","","","","",
"Dominican Republic","DOM","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","962.194504895468","1069.40335852702","1217.33083092987","1425.37699455624","1546.34539995643","1598.51297295676","1560.816066814","1656.18626155233","1810.57788485125","1730.49555576998","1875.21075693454","2050.38951104565","2046.20878639785","2067.02026651496","2087.67337110392","2063.31170679206","1907.24667322455","1790.00190704857","1395.73858031775","1137.29240899","","","","","","","",
"Algeria","DZA","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3294.30045230651","3403.09910834914","3242.96003474323","3213.12504308424","3157.64901915499","3299.93020386859","3716.61855383207","3820.32697191576","4130.30128223841","3854.03518525502","3854.21486320462","3669.60633837889","3589.82299743111","3456.07789676637","3413.09150884253","3024.27115266662","2614.67344420782","2364.7581954528","1682.99382978035","1236.96783273","","","","","","","",
"East Asia & Pacific","EAP","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2160.60246991659","2066.84029170933","2025.84939187914","1938.19266563544","1900.30701395143","1813.90943853423","1839.2875212375","1928.77257606581","2080.20433594493","2131.77099279286","2125.32977149931","2113.73906279934","2277.79654304325","2238.87787699093","2337.10108400758","2194.27226290216","1919.90888968907","1711.14136575891","1269.67898967741","941.067077608088","","","","","","","",
"Early-demographic dividend","EAR","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","703.626861064856","711.54914255656","706.511395095535","710.660038989022","711.592723623626","711.693830902889","704.183883757739","693.389606384103","685.841865958128","692.69860751038","688.63848618089","703.926532859632","706.931797837912","715.286528996415","740.918741004704","721.124827828733","729.765806795639","733.179397751387","744.546498543598","739.513308590171","","","","","","","",
"East Asia & Pacific (all income levels)","EAS","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3418.84452728814","3340.81074340294","3282.98607332982","3261.15395563382","3274.720321282","3255.27870673771","3220.63793437951","3162.2747047829","3172.171135926","3180.12209965379","3150.98985747385","3072.20435470724","3103.1800128713","3052.82244581001","3093.22346179615","2835.34298226142","2419.23596273801","2122.78336566742","1535.97572524706","1123.48373854431","","","","","","","",
"Europe & Central Asia","ECA","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3137.0279429211","3070.91753600771","3081.2985013344","2957.60842964903","2750.27188148806","2760.86438287797","3015.93016597332","3216.86486851244","3476.65415301045","3427.78365553592","3422.43941982427","3234.33725047785","3111.26286157058","2916.25753790741","2945.4183708352","2658.66491123758","2224.21518414003","1955.3641849433","1396.10222972693","1007.86668764033","","","","","","","",
"Europe & Central Asia (all income levels)","ECS","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3472.08451425535","3461.34900527074","3429.99557840193","3402.59719670593","3401.09611451236","3393.45080920696","3395.27691591263","3395.97182919269","3445.6739289653","3436.76540840941","3441.18856354114","3478.50320028111","3467.95505951895","3394.86691044215","3427.11704206133","3108.69795352153","2634.32770309571","2326.53621383153","1723.54422553659","1283.85548463768","","","","","","","",
"Ecuador","ECU","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2491.25208075222","2643.09039594054","2400.09427558647","1756.20742886565","1716.62821693627","1325.69553008736","1610.50888027426","1684.50642195007","1535.92117992415","1626.41026522507","1595.30035968224","1503.11840001908","1457.47100645572","1451.45694393699","1738.56867307402","1627.85646389048","1450.56368307357","1403.72897043573","1214.7225483822","836.56722577","","","","","","","",
"European Community","EEC","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"EASTERN EUROPE","EER","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Egypt","EGY","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2093.375979067","1870.71810360779","1742.14413997781","1798.39296393826","1816.90721108064","1821.26470919244","1941.53869358579","2010.93619863129","2056.77691277813","2041.42898970934","2083.13988409586","2177.51481544098","1974.48132664613","1897.34860585926","1847.12177988656","1596.8272697075","1403.24127840084","1159.48355594291","884.383171546667","649.42909159","","","","","","","",
"Euro area","EMU","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3472.26933410588","3465.74631464934","3441.76422416938","3414.65666682157","3406.57346469129","3412.61399175975","3642.09207389615","3785.92510432593","3974.54130812374","3952.21084283242","3961.94049799451","3792.35766832696","3633.27145759402","3413.17609029132","3442.0152252167","3134.69843632706","2660.6352594614","2355.90673198619","1753.37151590606","1302.31922015897","","","","","","","",
"Eritrea","ERI","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2157.31291687956","1666.63042864649","1897.97783080662","1913.14447352311","1881.64762479647","1796.22558566799","2004.97567381133","2241.36290406813","2188.53866290559","2238.21776211644","2155.41161046306","2265.30753929028","2173.31334334241","2369.38488627969","1974.27259053303","1843.33068180101","1656.97400079656","1449.21695793978","1050.26314997291","777.84923801","","","","","","","",
"Spain","ESP","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3248.10322764646","3256.25470623548","3260.93679793221","3248.93002765347","3241.21481883035","3223.05676997342","3417.43375535585","3564.62839279617","3724.87114754253","3739.65345983582","3752.15062018143","3585.57518666986","3453.82410977011","3286.47648146826","3364.24194008663","3049.48077255723","2574.70510792643","2238.1418633488","1637.9066183508","1204.88626505","","","","","","","",
"Estonia","EST","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4039.43680016646","3976.82958649403","4012.50194969866","3885.72767594523","3561.51601498297","3480.95200419214","3777.1301777656","3857.31443100109","4074.79683510635","4036.62768011194","4073.20773994734","3670.08600073957","3642.85211840942","3518.65510006431","3430.28159616308","3237.61367818863","2783.73454231084","2478.14916493353","1814.96373205924","1340.0029459","","","","","","","",
"Ethiopia","ETH","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1924.98768785621","1840.34999111739","1969.85858395123","2078.95998236072","2163.40160686686","2433.96891815131","2640.12095325577","2704.04178730024","2997.82290936019","3004.29648033636","3239.98812389962","2815.38320515953","2683.55869119009","2335.12429549203","2411.77284770537","2228.2211649157","1977.90549062241","1726.57872218192","1332.7967351025","998.0652808","","","","","","","",
"European Union","EUU","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3520.12376274615","3511.88876786569","3480.46631742669","3453.72326955333","3455.20841310528","3451.45774881983","3449.45056588873","3447.66106756351","3491.47756978553","3484.06655484282","3491.86786255347","3536.42832269942","3527.63970791607","3458.86567389914","3488.22672655327","3180.91799143777","2702.12960627721","2394.5005811547","1782.23815039035","1322.84874722734","","","","","","","",
"Fragile and conflict affected situations","FCS","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1011.43521641153","1058.73534347293","1083.16218316351","985.76172815119","972.528712352289","1040.30828298071","1183.16466275842","1191.30502931359","1220.55398964261","1331.13086290842","1283.00589010122","1231.53009651791","1266.89521177485","1337.65485892535","1319.71453726723","1324.77033841218","1319.89061547512","1358.44863395291","1081.28147099644","765.374068759341","","","","","","","",
"Finland","FIN","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3229.1233359926","3225.9385433548","3245.63547936379","3254.5653570457","3215.83043568965","3204.80888756704","3464.87313570116","3636.31240784891","3830.95454922886","3861.56448604081","3888.18866236751","3726.49824908729","3556.40471903572","3343.07913577863","3361.39265148704","3057.98074380642","2624.11379763355","2340.66392020895","1734.50150367253","1280.24802104","","","","","","","",
"Fiji","FJI","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3499.90394221527","3590.48249064609","3646.30352809076","3637.14085570768","3570.69171259893","3728.75990640895","3768.77724985985","4003.44909173834","4162.79780605379","4191.32075354154","4227.53300915963","3873.8738820604","3568.83218868561","3399.50137002493","3143.38641710641","2875.8518766616","2313.2614021052","2043.87577888647","1561.78985571122","1118.76438915","","","","","","","",
"France","FRA","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3585.8382642829","3580.33266890629","3583.96211625593","3578.31095869464","3575.22529588979","3572.31095007265","3807.20293292685","3979.76946851969","4137.78598791222","4132.58867770243","4136.60678749491","3892.82076109736","3730.66184811325","3469.03554788442","3481.01627077329","3173.12067784024","2694.46669060335","2391.34949697925","1775.5949791051","1329.48985503","","","","","","","",
"Faeroe Islands","FRO","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia","FSM","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4230.0612537272","4204.34366249635","4217.19053400727","4186.85175659725","4205.71066202359","4214.02442892436","4494.99762209912","4652.67075599823","4983.91415304497","4998.7757626562","4956.92831504565","4643.68850012471","4466.77824710389","4066.43591000354","4077.26169656768","3737.47146931645","3186.51819615832","2807.87291773054","2077.2080532079","1542.09603142","","","","","","","",
"Gabon","GAB","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1654.39526233515","1743.4111317665","1794.53864752632","1834.86364438598","1572.7236639918","1832.2102159491","2075.87372460248","1992.59195203333","2429.2197481029","2495.88939356848","2422.140508014","2247.96050250937","2147.53193662716","1889.98394997132","2028.67877108018","2403.1793195879","2095.9056774186","1925.99640008968","1577.38384521851","1162.47870918","","","","","","","",
"United Kingdom","GBR","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3773.77910002686","3732.4355643287","3616.09374194243","3615.93667017841","3628.1943408845","3568.57569106821","3814.95572101994","4002.69400096872","4250.95311952088","4332.46195094672","4336.27228668139","4089.29874396625","3882.60370560229","3678.46542449098","3747.49541574684","3428.46909049853","2907.77951315589","2573.36678991759","1917.54573817684","1413.42606099","","","","","","","",
"Georgia","GEO","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","234.690352584927","526.152521872134","820.63298914842","821.791212471876","801.116051419228","771.054630379146","942.934853429446","927.926573122732","862.670687303664","875.820773461188","1050.00462601839","1080.31987960246","893.10604785793","935.119784094196","1027.77836354352","942.590019100498","650.368878921354","492.145531060033","428.49718231799","355.90713324","","","","","","","",
"Ghana","GHA","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2340.35986256261","2470.34805902533","2167.37697895961","2348.93165621689","2198.98019936352","2153.28523376552","2525.17026366641","2274.71645257646","2469.74227073859","2777.64267535935","3009.01952350799","2919.62321421638","3107.70028024651","2772.77085793764","2842.48547729433","2708.90572099811","2381.93292208729","1981.52624024988","1555.0359868374","1017.37635141","","","","","","","",
"Gibraltar","GIB","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1188.85869059201","914.00761204769","942.573365569867","960.047922369251","1038.45350846933","1083.42976878623","1306.05572688093","1319.21528348762","1376.77470914562","1093.81417978813","900.125627269288","913.713901369054","658.657421922875","963.538986284816","1244.50793262529","1474.73803940864","1221.37800831603","1122.39372880614","951.08833557642","824.05361281","","","","","","","",
"Guadeloupe","GLP","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1337.49945295835","1180.65064402789","1269.8977544852","1484.03369235895","1526.07569549508","1478.87652992152","1922.1474365141","1930.30992865871","2714.61787356653","3105.22117868394","3062.45007021425","2831.78385455745","2580.57963322641","2455.00928134441","2577.86035608278","2365.58714725419","2091.10124978605","1907.34135771325","1455.47693629104","1168.53855196","","","","","","","",
"Guinea-Bissau","GNB","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1232.32910409582","1415.72206196471","1507.05832232026","1399.10249815224","1123.45776812066","537.351240884333","555.037353788948","1256.32895792692","1417.44030820422","1063.99129023333","1189.6844682305","964.528729687922","1069.28346962638","871.884977576672","1156.40395536813","1110.61901739209","805.319525600549","783.024511466855","571.65756659744","348.05294352","","","","","","","",
"Equatorial Guinea","GNQ","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2985.31642820901","2530.3076461089","2719.2966358641","2732.00854605797","2684.22060350443","3125.97157429982","3374.06453660832","3174.31990086124","3573.30306724905","3110.76294536189","3182.57455847517","3445.1049650472","3468.64627136207","3078.94304969603","3567.24294208427","3053.66877938343","2512.64835283074","2329.53692909228","1815.23473684071","1310.59520571","","","","","","","",
"Greece","GRC","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2333.37441497269","2376.88107401721","2369.27797114986","2334.47971731207","2395.24422776339","2700.50288704784","2867.01576296647","2859.55438605326","3120.64014017086","3082.4669526529","3127.39047820229","3094.85090952556","2890.49467874597","2751.5459459129","3022.34680372579","2695.92884269041","2340.38503236117","2097.00210857036","1531.13227227518","1048.27891112","","","","","","","",
"Grenada","GRD","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2083.79532074976","2067.78824308557","2069.83538642659","2045.8181533379","2313.37224056953","2504.76284091041","2949.26892094272","2792.7827721565","2890.24972779749","2806.66411622517","2917.12884686293","2655.19320652736","2344.57437062588","2082.23962657598","2221.51558795976","1924.73272384653","1687.48694435269","1470.66029939608","1052.79850690326","788.26038821","","","","","","","",
"Greenland","GRL","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1715.71006551315","1634.78765308636","1764.44052499041","2075.59325683968","2074.36510698179","1730.11842914934","1690.49454360356","1715.71048711073","1918.76564941826","1839.04307919703","1812.37969312262","1669.80007766659","1599.90640047645","1581.59349175979","1675.95888968297","1474.88147826578","1221.7099422502","1078.3455587963","853.294525993959","639.93010852","","","","","","","",
"French Guiana","GUF","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3672.54786327431","3684.98955305582","3741.89665899369","3692.34508175817","3681.31264885069","3810.30294200962","4017.08706893587","4212.10822565953","4339.06911189277","4386.73156481429","4246.00704576564","3564.87135308435","3443.19651574667","3587.60135681459","3509.28276136525","2906.65615130679","2401.42191881276","2048.58160586018","1363.03622615385","1010.61077369","","","","","","","",
"High income","HIC","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2855.12097306982","2825.99420631978","2760.36663539998","2703.91933375844","2695.81767815539","2665.6562109998","2838.41369001253","2944.73037808018","3152.76207069038","3186.36262042388","3190.16101779553","3019.02565241914","2917.74280401907","2782.19873850806","2813.25362994692","2576.70876681139","2189.81301048111","1919.9258619041","1424.27308382425","1058.42246239769","","","","","","","",
"Hong Kong SAR, China","HKG","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2405.2610664473","2250.90710485443","2219.72492949485","2336.4085478661","2146.46911431849","2464.43268368413","2577.84549924611","2729.02392736678","3033.16174430806","2920.09769563744","2798.00023495915","2488.99149858833","2420.20084860224","2153.68901067116","2428.19227033133","2136.79931267675","1632.84134110857","1442.97624311435","1123.55883497942","861.01035787","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1678.33912067391","1663.09878919259","1651.8361775571","1636.7104184087","1615.53892488192","1688.90480247172","1967.06775851418","2037.98184787065","2205.70146455894","2192.15151474602","2287.36995017822","2169.1137212218","2031.98083324184","1883.77967859975","1892.96832055144","1758.24708233899","1518.3220623767","1330.05574588732","1002.44468842861","726.284128685733","","","","","","","",
"Croatia","HRV","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3890.58937384592","3941.01482451176","3801.48210862386","3916.69304311371","3930.34018416319","3876.24374859906","3991.66651701103","3984.7197047769","4376.66144677248","4295.17775462664","4541.67767125517","4530.12254160709","4330.83176841694","3819.08944034875","3838.23462119297","3496.93865010146","2833.68486990901","2526.30547310044","1870.57877020568","1391.74066855","","","","","","","",
"Haiti","HTI","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1840.14869891945","1714.99833720556","1773.66378019101","1525.82781461003","1350.91977520856","1247.55319159606","1307.25093242379","1369.37159378879","1554.64803913816","1804.734098793","1278.57354288035","1276.79682406224","1152.61684820679","1075.10209516243","1157.16854677058","1059.89666245666","775.190921560068","414.39166481941","391.694936386978","328.77590738","","","","","","","",
"Hungary","HUN","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3778.24118213956","3672.17408830307","3657.76617245107","3365.15682004149","3256.84985448982","3183.12860805563","3310.99898158405","3510.54347998221","3763.51827356718","3699.66668691065","3718.83858541845","3515.32526232743","3258.50181970841","3048.35319811923","2995.74696658688","2690.61914738191","2252.60837822253","1962.90689167427","1489.40562272458","1121.67071612","","","","","","","",
"IBRD only","IBD","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","746.809969580755","740.054424372386","744.919033762043","722.512238243659","714.946257918896","695.590835704602","691.608008816825","694.590954701031","692.395419537578","708.611408536773","704.688905744545","723.944338847641","752.953764230978","768.222006034007","781.708303296459","779.162432762734","785.973088959945","790.222083483624","792.153605220211","792.918709979906","","","","","","","",
"IDA & IBRD total","IBT","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","731.11975053175","722.3804617754","729.440229531929","707.127068384603","704.579163946689","688.095576126974","685.891290835329","687.780454608375","682.884091433921","700.159621949189","695.656837974033","714.28668062767","740.963541292188","756.925950647911","769.346086759655","767.821070950652","775.803508853548","780.856195450072","781.052043543821","781.51503904006","","","","","","","",
"IDA total","IDA","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","513.222199971901","488.980760861177","502.898464854821","502.692556827054","531.955029771023","559.823999435628","583.598733065683","579.037254145018","546.190870054448","577.871145177219","559.162850074127","571.082306515914","560.791453571369","576.48456886034","566.517452665612","573.473591161804","596.956855814465","614.879712266769","588.624705290205","590.809307892728","","","","","","","",
"IDA blend","IDB","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","470.741120031713","436.553573660708","460.999376972427","451.901898720906","496.695399268808","541.867693421577","532.605565671409","527.41423049902","458.217816505393","530.006083758403","480.16448499439","504.070653696424","507.231007673475","545.202140853358","524.870635304452","523.849326162027","570.862668372849","615.338301868398","567.215626550307","576.902528506872","","","","","","","",
"Indonesia","IDN","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1616.14836125156","1637.80870945835","1577.04142755484","1543.72073097284","1553.5129847813","1639.36150464801","2072.68305112284","1932.32526718853","2123.36192633221","2087.09030660483","1870.63957498691","1814.57143658069","1940.95627463643","1768.20959369943","1762.41201545479","1607.15354694376","1312.17058189025","1227.79241263085","904.200188098921","642.25554056","","","","","","","",
"IDA only","IDX","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","555.480174864197","553.598859776932","556.583531247853","570.123155970133","557.612657789126","573.600122548542","623.062635380067","616.831114116957","622.994489020081","620.006402494048","631.374554402604","632.613678822079","611.907036275527","603.434537044008","598.939660867723","610.759555306287","618.835908049748","613.645228369913","607.223635200183","602.595388304032","","","","","","","",
"Isle of Man","IMN","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1205.18648945763","1186.45591759378","1164.53925902266","1186.87833876307","1281.10632684292","1191.75713472356","1175.67354561301","1167.65426369461","1229.62494838516","1182.04635172492","1257.65264934664","1257.26892053404","1245.02892086659","1231.4359165054","1298.22622009387","1155.220542641","1008.59888019897","905.98443527033","676.322071737705","510.62088539","","","","","","","",
"Ireland","IRL","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3265.51049942804","3221.27085267904","3375.03952273312","3363.83831385836","3388.54258896141","3358.42879287656","3603.11391273297","3796.34233668328","4067.17461129914","4079.15973937467","4058.90606317779","3798.64893238606","3664.46640903987","3411.29694751946","3317.38902653071","2849.83675887013","2377.77546254658","2069.7383575883","1538.04518019589","1122.99912383","","","","","","","",
"Iran","IRN","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014.03375418665","2133.53511435632","2184.13232952713","2184.23898677195","1908.21538572277","1873.72459133043","2091.16502325094","2124.90987562586","2372.12395505705","2190.19560767094","2280.05131108332","2271.14896198869","2081.66569012846","1822.67761422708","1791.34258862189","1527.48301133279","1360.51231581074","1223.37043228699","960.598110180464","700.4232152","","","","","","","",
"Iraq","IRQ","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168.27613574274","163.454676012464","725.688249474152","641.298399505601","381.759078052263","470.303882435473","287.4060033615","2637.09815554935","3949.30397443085","3687.91499575567","3269.01843327451","3341.47497831355","3343.97743345982","3371.49075494124","3102.65719364391","2649.95660306197","1850.77781047766","1448.84272830098","1024.55013823","","","","","","","",
"Severely Indebted","ISD","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3778.73630465227","3747.62023219479","3704.21635695056","3600.8280143053","3658.81334285111","3632.45345523491","3874.40466673007","4077.49628429284","4320.87435849194","4301.40244002864","4305.53443101539","4098.4943468842","3959.25142641409","3722.19102318119","3693.48296335806","3300.13570944452","2818.86317782383","2497.66144482421","1855.17470926561","1377.72564517","","","","","","","",
"Israel","ISR","Health expenditure, public (% of total health expenditure)","SH.XPD.PUBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3068.13001689994","3142.00573590419","3072.09873571137","2917.07182131544","2927.27630913299","2843.39967713019","3012.8286930288","3197.97002396155","3325.86738732208","3271.10061077012","3184.4090210177","3084.48796237505","2898.9345794598","2739.38792671394","2755.80806066759","2539.52818434328","2162.47973773305","1921.6675508055","1400.95076266459","1034.52409807","","","","","","","",
